_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
234715,234715,Fatal,2016,July,Friday,19,Head-on,Multi-Vehicle,151.356015608331,-24.0265922551853,Jono Porter Dr,,,Benaraby,Gladstone Region,4680,Tannum Sands,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Inner Regional,Callide,Flynn,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,0,0,0,1,1,1,0,0,0,0,0
234716,234716,Fatal,2016,July,Saturday,7,Hit object,Single Vehicle,152.784922069962,-27.3901309203354,Mount Nebo Rd,,,Mount Nebo,Moreton Bay Region,4520,Ferny Grove,North Brisbane,Brisbane,SEQ North,North Coast,Samford Valley,The Hills District,Moreton Bay - South,Inner Regional,Pine Rivers,Dickson,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
234809,234809,Fatal,2017,August,Friday,17,Overturned,Single Vehicle,146.523368474866,-19.150622809279,Bruce Hwy,,Bruce Highway (Townsville - Ingham),Bluewater,Townsville City,4818,Deeragun,Townsville,Northern,Northern,North Queensland,Northern Beaches,Townsville,Townsville,Outer Regional,Hinchinbrook,Herbert,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight: Out Of Control On Cway,17: Out of Control on Straight,W,1,4,0,0,5,1,0,0,0,0,0,0
234843,234843,Fatal,2012,August,Wednesday,9,Angle,Multi-Vehicle,153.446387732571,-28.0785752743955,Fifth Ave,Gold Coast Hwy,Gold Coast Highway (Broadbeach - Coolangatta),Burleigh Heads,Gold Coast City,4220,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Burleigh Heads,Broadbeach - Burleigh,Gold Coast,Major Cities,Burleigh,Mcpherson,State-controlled,Intersection - T-Junction,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,N,2,0,0,0,2,1,0,0,2,0,0,0
234844,234844,Fatal,2012,August,Wednesday,23,Hit pedestrian,Hit pedestrian,145.375495968748,-16.4765907855567,Captain Cook Hwy,,Captain Cook Highway (Cairns - Mossman),Mossman,Douglas Shire,4873,Mossman,Far North,Far Northern,Northern,North Queensland,Daintree,Port Douglas - Daintree,Cairns,Outer Regional,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,S,1,0,0,0,1,0,0,1,0,0,1,0
234991,234991,Fatal,2022,October,Wednesday,12,Hit object,Single Vehicle,145.528175712423,-16.9836217194708,Kennedy Hwy,,Kennedy Highway (Cairns - Mareeba),Mareeba,Mareeba Shire,4880,Mareeba,Far North,Far Northern,Northern,North Queensland,Mareeba,Tablelands (east) - Kuranda,Cairns,Outer Regional,Cook,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
235031,235031,Fatal,2012,August,Thursday,11,Angle,Multi-Vehicle,152.800441236177,-26.9892454866989,Bell St,D'Aguilar Hwy,D'Aguilar Highway (Caboolture - Kilcoy),Daguilar,Moreton Bay Region,4514,Woodford,Moreton,North Coast,SEQ North,North Coast,Woodford - Daguilar,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Glass House,Longman,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,W,1,0,2,0,3,1,1,0,0,0,0,0
235032,235032,Fatal,2012,August,Saturday,10,Rear-end,Multi-Vehicle,153.015661361645,-26.5710900308621,Valdora Rd,Yandina - Coolum Rd,Yandina - Coolum Road,Maroochy River,Sunshine Coast Region,4561,Coolum,Sunshine Coast,North Coast,SEQ North,North Coast,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Ninderry,Fairfax,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Vehs Same Direction: Right Rear,04: Rear-end,W,1,1,2,0,4,3,0,0,0,0,0,0
235120,235120,Fatal,2020,January,Thursday,20,Hit pedestrian,Hit pedestrian,151.99383215175,-27.4170763431173,New England Hwy,Reushle Rd,New England Highway (Yarraman - Toowoomba),Geham,Toowoomba Region,4352,Crows Nest,Darling Downs,Southern,Southern,Southern Queensland,Highfields,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,Intersection - Cross,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,0,1,0,0,1,0,0,1,0
235408,235408,Fatal,2012,August,Wednesday,18,Hit object,Single Vehicle,146.759210015997,-19.2804881479119,Douglas - Garbutt Rd,Garbutt - Upper Ross Rd,Douglas - Garbutt Road,Heatley,Townsville City,4814,Townsville,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
235410,235410,Fatal,2012,August,Thursday,2,Rear-end,Multi-Vehicle,153.048516389121,-27.5772187261615,Lister St,,,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major Cities,Toohey,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,E,1,0,0,1,2,0,2,0,0,0,0,0
235411,235411,Fatal,2012,August,Thursday,21,Hit object,Single Vehicle,148.931030848231,-21.2614120839213,Mirani - Eton Rd,,Mirani - Eton Road,Brightly,Mackay Region,4741,Eton,Mackay,Central,Central,Central Queensland,Pioneer Valley,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,0,0,0,1,1,0,0,0,0,0,0
235413,235413,Fatal,2012,September,Saturday,8,Hit object,Single Vehicle,142.964441696279,-22.3188341303692,Landsborough Hwy,,Landsborough Highway (Winton - Kynuna),Corfield,Winton Shire,4733,Winton,Capricornia,Central,Central,Central Queensland,Far Central West,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
235414,235414,Fatal,2012,September,Saturday,15,Angle,Multi-Vehicle,153.124624905248,-27.6690892165448,Jellicoe St,Station Rd,,Loganlea,Logan City,4131,Logan Central,Logan,South Eastern,SEQ South,South Coast,Loganlea,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Waterford,Forde,Locally-controlled,Intersection - Interchange,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,N,1,2,0,0,3,2,0,0,0,0,0,0
235415,235415,Fatal,2012,September,Saturday,0,Hit pedestrian,Hit pedestrian,146.814390217442,-19.2867940671014,South Townsville Rd,,South Townsville Road,Oonoonba,Townsville City,4811,Stuart,Townsville,Northern,Northern,North Queensland,Oonoonba,Townsville,Townsville,Outer Regional,Mundingburra,Dawson,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,005,Pedn: Hit Walking With Traffic,12: Pedestrian,S,1,0,0,0,1,2,0,0,0,0,1,0
235570,235570,Fatal,2012,September,Saturday,17,Hit object,Single Vehicle,151.253413044519,-23.8478724291222,Dawson Hwy,,Dawson Highway (Gladstone - Biloela),Gladstone Central,Gladstone Region,4680,Gladstone,Capricornia,Central,Central,Central Queensland,Gladstone,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,808,Off Path-Curve: Mounts Traffic Island,19: Off Carriageway on Curve Hit Object,S,1,0,0,0,1,4,1,0,0,0,0,0
235606,235606,Fatal,2021,December,Monday,11,Rear-end,Multi-Vehicle,153.040947082013,-27.0762864434322,Bribie Island Rd,,Caboolture - Bribie Island Road,Ningi,Moreton Bay Region,4511,Caboolture,Moreton,North Coast,SEQ North,North Coast,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,W,1,0,0,0,1,0,1,1,0,0,0,0
235782,235782,Fatal,2020,January,Sunday,0,Fall from vehicle,Single Vehicle,151.454077220731,-27.3277492910025,Bowenville - Norwin Rd,,Bowenville - Norwin Road,Wainui,Toowoomba Region,4404,Dalby,South West,Southern,Southern,Southern Queensland,Jondaryan,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Condamine,Groom,State-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Crest,901,Pass & Misc: Fell In/From Vehicle,21: Other,S,1,0,0,0,1,1,0,0,0,0,0,0
235787,235787,Fatal,2020,May,Thursday,2,Hit object,Single Vehicle,150.569439731694,-23.5527521788343,Bruce Hwy,,Bruce Highway (Benaraby - Rockhampton),Bajool,Rockhampton Region,4699,Marmor,Capricornia,Central,Central,Central Queensland,Bouldercombe,Rockhampton,Central Queensland,Outer Regional,Mirani,Flynn,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,0,0,1,0,0,0,0
235977,235977,Fatal,2021,October,Saturday,16,Hit parked vehicle,Single Vehicle,152.346897415105,-24.9046023571793,Kay Mcduff Dr,,,Thabeban,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Walkervale - Avenell Heights,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,,1,0,0,0,1,1,0,0,0,0,0,1
236028,236028,Fatal,2017,June,Wednesday,17,Hit object,Single Vehicle,152.823435211273,-26.2140384147851,Cedar Pocket Gap Rd,,,Cedar Pocket,Gympie Region,4570,Gympie,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Crest,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,0,0,0,1,0,1,0,0,0,0,0
236161,236161,Fatal,2021,March,Monday,9,Hit object,Single Vehicle,153.047252017857,-27.5803854480595,Beenleigh Rd,Jackson Rd,,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major Cities,Toohey,Moreton,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,N,1,0,0,0,1,1,0,1,0,0,0,0
236168,236168,Fatal,2019,August,Tuesday,18,Hit object,Single Vehicle,152.558879072618,-27.5643683993342,Warrego Hwy,,Warrego Highway (Ipswich - Toowoomba),Marburg,Somerset Region,4346,Marburg,Ipswich,Southern,SEQ North,North Coast,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,900,Pass & Misc: Other,21: Other,E,1,0,0,0,1,0,1,2,0,0,0,0
236219,236219,Fatal,2017,February,Thursday,22,Hit object,Single Vehicle,151.281742545879,-24.6494522533448,Gladstone - Monto Rd,,Gladstone - Monto Road,Boyne Valley,Gladstone Region,4680,Many Peaks,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,0,1,0,0,0,0
236223,236223,Fatal,2017,February,Sunday,3,Hit object,Single Vehicle,147.400229374347,-19.5817838792852,Little Drysdale St,Queen St,Bruce Highway (Bowen - Ayr),Ayr,Burdekin Shire,4807,Ayr,Townsville,Northern,Northern,North Queensland,Ayr,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Burdekin,Dawson,State-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,0,1,0,0,0,0,0
236226,236226,Fatal,2017,February,Wednesday,15,Head-on,Multi-Vehicle,153.037589161969,-26.4374134379911,Walter Hay Dr,,,Doonan,Noosa Shire,4562,Noosa Heads,Sunshine Coast,North Coast,SEQ North,North Coast,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Major Cities,Noosa,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,0,1,0,2,1,0,1,0,0,0,0
236227,236227,Fatal,2017,February,Thursday,15,Hit object,Single Vehicle,147.161337034656,-23.6578268946288,Capricorn Hwy,,Capricorn Highway (Emerald - Alpha),Port Wine,Barcaldine Region,4724,Alpha,Capricornia,Central,Central,Central Queensland,Barcaldine - Blackall,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
236235,236235,Fatal,2017,June,Friday,0,Hit object,Single Vehicle,146.855325450287,-19.1568618340791,Sooning St,,,Nelly Bay,Townsville City,4819,Magnetic Island,Townsville,Northern,Northern,North Queensland,Magnetic Island,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,2,1,0,0,3,1,0,0,0,0,0,0
236411,236411,Fatal,2018,July,Sunday,20,Overturned,Single Vehicle,146.967207422416,-19.3923868445144,Bruce Hwy,,Bruce Highway (Ayr - Townsville),Nome,Townsville City,4816,Giru,Townsville,Northern,Northern,North Queensland,Townsville - South,Townsville,Townsville,Outer Regional,Burdekin,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,2,0,0,3,1,0,0,0,0,0,0
236684,236684,Fatal,2018,June,Sunday,4,Head-on,Multi-Vehicle,153.110354013832,-27.5584814542343,Gateway Arterial Rd,,Gateway Motorway (Eight Mile Plains - Nudgee),Rochedale,Brisbane City,4123,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,2,0,0,3,2,0,0,0,0,0,0
236766,236766,Fatal,2017,February,Friday,18,Hit object,Single Vehicle,152.998585136702,-26.6734294359687,Bruce Hwy,,Bruce Highway (Brisbane - Gympie),Woombye,Sunshine Coast Region,4559,Nambour,Sunshine Coast,North Coast,SEQ North,North Coast,Nambour,Nambour,Sunshine Coast,Major Cities,Nicklin,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,N,1,2,0,0,3,1,0,0,0,0,0,0
236769,236769,Fatal,2017,February,Saturday,3,Hit object,Single Vehicle,153.019214070771,-27.1842374421082,Park Rd,,,Deception Bay,Moreton Bay Region,4508,Deception Bay,Moreton,North Coast,SEQ North,North Coast,Deception Bay,Narangba - Burpengary,Moreton Bay - North,Major Cities,Bancroft,Petrie,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,2,0,0,0,2,1,0,0,0,0,0,0
236773,236773,Fatal,2017,February,Sunday,10,Hit object,Single Vehicle,145.514397694227,-17.237040720673,Beantree Rd,,,Atherton,Tablelands Region,4883,Atherton,Far North,Far Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
236779,236779,Fatal,2017,March,Thursday,9,Rear-end,Multi-Vehicle,153.409565930325,-27.9571894876878,Marine Pde,,Gold Coast Highway (Helensvale - Southport),Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - North,Southport,Gold Coast,Major Cities,Bonney,Fadden,State-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,302,Vehs Same Direction: Left Rear,04: Rear-end,N,1,0,0,0,1,0,1,0,1,0,0,0
236781,236781,Fatal,2017,March,Saturday,10,Hit pedestrian,Hit pedestrian,152.834745321625,-25.2959094084783,St Joseph Dr,,,Urraween,Fraser Coast Region,4655,Hervey Bay,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Pialba - Eli Waters,Hervey Bay,Wide Bay,Inner Regional,Hervey Bay,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,007,Pedn: Hit By Vehicle Enter/Leave Dway,12: Pedestrian,S,1,0,0,0,1,1,0,0,0,0,1,0
236783,236783,Fatal,2017,March,Friday,15,Angle,Multi-Vehicle,152.566154262477,-26.0064453876305,Bruce Hwy,,Bruce Highway (Gympie - Maryborough),Gunalda,Gympie Region,4570,Tiaro,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,No Roadway Feature,Stop sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,406,Vehs Manoeuvring: Leaving Driveway,08: Vehicle Leaving Driveway,S,1,1,3,0,5,2,0,0,0,0,0,0
236784,236784,Fatal,2017,April,Tuesday,22,Hit object,Single Vehicle,145.415012779587,-16.1764237047124,Bloomfield Rd,,,Diwan,Douglas Shire,4873,Mossman,Far North,Far Northern,Northern,North Queensland,Daintree,Port Douglas - Daintree,Cairns,Remote,Cook,Leichhardt,Locally-controlled,Bridge/Causeway,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
236785,236785,Fatal,2017,April,Friday,2,Overturned,Single Vehicle,151.840574286535,-26.4244252205238,Hunsleys Rd,,,Wooroolin,South Burnett Region,4608,Kingaroy,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - South,Burnett,Wide Bay,Outer Regional,Nanango,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,701,Off Path-Straight: Left Off Cway,15: Off Carriageway on Straight,N,1,0,1,1,3,1,0,0,0,0,0,0
236788,236788,Fatal,2017,April,Friday,11,Rear-end,Multi-Vehicle,145.568796716727,-16.8923957215232,Kennedy Hwy,Oneil Cl,Kennedy Highway (Cairns - Mareeba),Koah,Mareeba Shire,4881,Kuranda,Far North,Far Northern,Northern,North Queensland,Kuranda,Tablelands (east) - Kuranda,Cairns,Outer Regional,Barron River,Leichhardt,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Daylight,Straight,Grade,303,Vehs Same Direction: Right Rear,04: Rear-end,E,1,3,0,0,4,3,0,0,0,0,0,0
236789,236789,Fatal,2017,April,Tuesday,5,Angle,Multi-Vehicle,153.073966035544,-27.4177744494597,Gadara St,Nudgee Rd,,Hendra,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Hendra,Brisbane Inner - North,Brisbane Inner City,Major Cities,Clayfield,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,N,1,0,0,0,1,1,1,0,0,0,0,0
236791,236791,Fatal,2017,April,Wednesday,13,Angle,Multi-Vehicle,150.174910421599,-26.7701391694049,Leichhardt Hwy,,Leichhardt Highway (Miles - Goondiwindi),Miles,Western Downs Region,4415,Miles,South West,Southern,Southern,Southern Queensland,Miles - Wandoan,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Callide,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Vehs Manoeuvring: Entering From Footway,08: Vehicle Leaving Driveway,S,1,4,0,0,5,1,0,0,0,0,0,1
236792,236792,Fatal,2017,April,Monday,12,Hit object,Single Vehicle,149.228684055972,-21.5008270440607,Bruce Hwy,Muller Rd,Bruce Highway (St Lawrence - Mackay),Sarina,Mackay Region,4737,Sarina,Mackay,Central,Central,Central Queensland,Sarina,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,1,0,0,2,1,0,0,0,0,0,0
236793,236793,Fatal,2017,April,Saturday,23,Fall from vehicle,Single Vehicle,153.038065126867,-26.7196464402994,Wilson Rd,,,Tanawha,Sunshine Coast Region,4556,Beerwah,Sunshine Coast,North Coast,SEQ North,North Coast,Buderim - South,Buderim,Sunshine Coast,Major Cities,Nicklin,Fisher,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,0,0,0,1,0,1,0,0,0,0,0
236794,236794,Fatal,2017,May,Tuesday,9,Angle,Multi-Vehicle,145.593099848352,-17.3533385251532,Catherine St,,,Malanda,Tablelands Region,4885,Malanda,Far North,Far Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Vehs Manoeuvring: Leaving Driveway,08: Vehicle Leaving Driveway,E,1,0,1,0,2,3,0,0,0,0,0,0
236796,236796,Fatal,2017,May,Wednesday,17,Angle,Multi-Vehicle,153.121473997263,-27.6795194563095,Caulfield Gdns Accs,Kingston Rd,Brisbane - Beenleigh Road,Waterford West,Logan City,4133,Logan Central,Logan,South Eastern,SEQ South,South Coast,Waterford West,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Waterford,Forde,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Grade,408,Vehs Manoeuvring: Entering From Footway,08: Vehicle Leaving Driveway,N,1,0,0,0,1,1,0,0,0,1,0,0
236797,236797,Fatal,2017,May,Thursday,18,Head-on,Multi-Vehicle,145.140176726232,-17.1299476940139,Mareeba - Dimbulah Rd,,Mareeba - Dimbulah Road,Dimbulah,Mareeba Shire,4872,Dimbulah,Far North,Far Northern,Northern,North Queensland,Tablelands,Far North,Queensland - Outback,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Crest,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,1,0,0,2,2,0,0,0,0,0,0
